発注伝票№,製番,製品№,ﾕﾆｯﾄ№,部品№,品番,図番,改訂,品名,形式寸法,発注日,納期,回答納期,確定納期,納入完了日,検収完了日,手配,仕入先,発注数,納入数,発注残数,検収累計数,未検収数,納入場所,備考,品番分類
305899,3804-00,3804-00,B,#600,,XAL607-0613,,ｶﾞｲﾄﾞﾌﾟﾚｰﾄ,,2025/5/16 0:00,2025/5/19 0:00,,2025/5/19 0:00,2025/5/21 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-161　ｶﾆｾﾞﾝ(ｱﾙﾐ),部品
305900,3804-00,3804-00,B,#600,,XAL607-0614,,ｶﾞｲﾄﾞﾌﾟﾚｰﾄ,,2025/5/16 0:00,2025/5/19 0:00,,2025/5/19 0:00,2025/5/21 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-161　ｶﾆｾﾞﾝ(ｱﾙﾐ),部品
305901,3804-00,3804-00,B,#600,,XAL607-0625A,,旋回軸,,2025/5/16 0:00,2025/5/19 0:00,,2025/5/19 0:00,2025/5/19 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-161　硬質ｸﾛﾑ,部品
305902,3804-00,3804-00,B,#200,,XAL607-0227A,,たわみ防止ｽﾃｰ,,2025/5/16 0:00,2025/5/19 0:00,,2025/5/19 0:00,2025/5/20 0:00,2025/5/20 0:00,表面処理,清川ﾒｯｷ工業㈱,1,1,0,1,0,,25-162　ｶﾆｾﾞﾝ,部品
305903,3804-00,3804-00,B,#200,,XAL607-0230A,,ｹﾞｰﾄ,,2025/5/16 0:00,2025/5/19 0:00,,2025/5/19 0:00,2025/5/20 0:00,2025/5/20 0:00,表面処理,清川ﾒｯｷ工業㈱,1,1,0,1,0,,25-162　ｶﾆｾﾞﾝ,部品
306513,3804-00,3804-00,B,#600,,XAL607-0626,,旋回軸,,2025/5/19 0:00,2025/5/20 0:00,,2025/5/20 0:00,2025/5/21 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-163　ｶﾆｾﾞﾝ,部品
306514,3804-00,3804-00,B,#600,,XAL607-0631,,ﾍﾞｱﾘﾝｸﾞｹｰｽ,,2025/5/19 0:00,2025/5/20 0:00,,2025/5/20 0:00,2025/5/21 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-163　ｶﾆｾﾞﾝ,部品
308682,3804-00,3804-00,B,#800,,XAL607-0810E,,ﾍﾞｰｽﾌﾚｰﾑ,"XAL607-0810-1E,-0810-2E",2025/5/20 0:00,2025/5/28 0:00,,2025/5/28 0:00,2025/5/21 0:00,,表面処理,ﾅﾆﾜ産業㈱,1,1,0,0,1,,ﾏﾝｾﾙ2.5GY6/2　668*1300*1400,部品
308701,3804-00,3804-00,B,#400,,XAL607-0417A,,ｶﾞｲﾄﾞﾌﾟﾚｰﾄ,,2025/5/21 0:00,2025/5/22 0:00,,2025/5/22 0:00,2025/5/28 0:00,,表面処理,清川ﾒｯｷ工業㈱,1,1,0,0,1,,25-166　ｶﾆｾﾞﾝ,部品
308702,3804-00,3804-00,B,#500,,XAL607-0514C,,ｶﾞｲﾄﾞﾌﾟﾚｰﾄ,,2025/5/21 0:00,2025/5/22 0:00,,2025/5/22 0:00,2025/5/28 0:00,,表面処理,清川ﾒｯｷ工業㈱,1,1,0,0,1,,25-166　ｶﾆｾﾞﾝ,部品
308703,3804-00,3804-00,B,#500,,XAL607-0518C,,ﾍｯﾄﾞ板,,2025/5/21 0:00,2025/5/22 0:00,,2025/5/22 0:00,2025/5/28 0:00,,表面処理,清川ﾒｯｷ工業㈱,1,1,0,0,1,,25-166　ｶﾆｾﾞﾝ,部品
308716,3804-00,3804-00,B,#100,,XAL607-0124F,,真空ﾃｰﾌﾞﾙ01,,2025/5/21 0:00,2025/5/22 0:00,,2025/5/22 0:00,2025/5/23 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-165　硬質ｸﾛﾑ,部品
308717,3804-00,3804-00,B,#100,,XAL607-0125D,,真空ﾃｰﾌﾞﾙ02,,2025/5/21 0:00,2025/5/22 0:00,,2025/5/22 0:00,2025/5/23 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-165　硬質ｸﾛﾑ,部品
308718,3804-00,3804-00,B,#100,,XAL607-0126D,,真空ﾃｰﾌﾞﾙ03,,2025/5/21 0:00,2025/5/22 0:00,,2025/5/22 0:00,2025/5/23 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-165　硬質ｸﾛﾑ,部品
308719,3804-00,3804-00,B,#500,,XAL607-0522(K-1),,ﾅｯﾄｽﾃｰ,※ﾅｯﾄ支給　(PLN55),2025/5/21 0:00,2025/5/22 0:00,,2025/5/22 0:00,2025/5/23 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-165　ｶﾆｾﾞﾝ,部品
